Date,Vicki time,Conditions,1610 TE (Sky),FLIRi3 (Sky),AMES 1 (Sky),AMES 2 (Sky),AMES 3 (Sky),1610 TE (Ground),FLIRi3 (Ground),AMES 1 (Ground),AMES 2 (Ground),AMES 3 (Ground),comments
11/18/2020,12:15,clear sky,NaN,-35.5,-15.2,-Inf,-17.4,23.5,22.4,24.3,-Inf,24.3,
11/19/2020,12:54,clear sky,NaN,-36.3,-14.7,-Inf,-13.9,21,20.6,21.2,-Inf,21.6,
11/20/2020,10:30,clear sky,NaN,-36.4,-13.9,-Inf,-12.2,19.5,18.7,20.4,-Inf,20.9,
11/21/2020,15:32,overcast,-12.7,-11.2,-15,-Inf,-14.5,10.7,10.3,9.6,-Inf,10,
11/22/2020,10:45,clear sky,NaN,35.4,-34,-Inf,-35.5,15.9,14.5,14.9,-Inf,14.8,
11/23/2020,13:34,clear sky,NaN,-35.5,-31.9,-Inf,-28.7,10.5,8.9,9.7,-Inf,9.6,
11/24/2020,12:40,clear sky,NaN,-38.7,-24.8,-Inf,-25.7,7.8,7.1,6.9,-Inf,6.8,
11/25/2020,10:54,clear sky,NaN,NaN,-35.5,-Inf,-34.7,7.8,7.6,6.8,-Inf,7.3,
11/26/2020,11:15,overcast,-5.6,-6.7,-2.5,-Inf,-1.6,8.5,7.4,6.6,-Inf,7.5,
11/27/2020,16:21,overcast,-4.9,-4.3,-4.2,-Inf,-3.9,3.5,3.5,2.4,-Inf,3.7,
11/28/2020,12:45,clear sky,NaN,-33.5,-11.5,-Inf,-12.3,12.5,13.5,12.6,-Inf,12.4,
11/29/2020,11:35,clear sky,NaN,-34.6,-12.6,-Inf,-13.5,15.5,17.6,16.3,-Inf,16.9,
11/30/2020,11:45,clear sky,NaN,-35.6,-13.5,-Inf,-14.6,13.2,11.9,12.4,-Inf,13.3,
12/1/2020,14:45,clear sky,NaN,-38.7,-12.6,-Inf,-13.4,13.4,11.5,13.6,-Inf,14.2,
12/2/2020,9:46,overcast,-6.6,-8.2,-6.7,-Inf,-9.3,4,3.1,0.9,-Inf,-0.2,Snow
12/3/2020,10:27,clear sky,NaN,NaN,-44,-Inf,-47.3,7.4,6,7.6,-Inf,6,
12/4/2020,10:15,clear sky,NaN,NaN,-38.8,-Inf,-44.4,8.8,6.5,9.9,-Inf,6.7,
12/5/2020,10:14,clear sky,NaN,NaN,-39.5,-Inf,-40.2,10.8,9.2,10,-Inf,10.7,
12/6/2020,10:34,clear sky,NaN,NaN,-44.2,-Inf,-39.8,12.4,11,10.9,-Inf,13.6,
12/7/2020,10:00,clear sky,NaN,NaN,-41,-Inf,-43.6,8.5,7.3,8.9,-Inf,7.1,
12/8/2020,9:50,clear sky,NaN,NaN,-39.5,-Inf,-40.7,8.7,8.2,11,-Inf,8.7,
12/9/2020,10:10,clear sky,NaN,NaN,-43.9,-Inf,-44.1,10.2,9.4,8.9,-Inf,9,
12/10/2020,10:00,overcast,0,-0.3,-3.3,-Inf,-1.6,3.5,2.7,0,-Inf,2.3,
12/11/2020,16:30,overcast,NaN,1,-36.5,-Inf,-35,0.4,18.3,0.6,-Inf,1.3,
12/12/2020,16:30,overcast,NaN,NaN,-31.1,-Inf,-31.3,4.2,4.5,4.3,-Inf,4.7,
12/13/2020,0:00,NaN,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,No Measurements taken
12/14/2020,16:15,clear sky,NaN,NaN,-41.6,-Inf,-41.5,-0.5,-1.8,-1.9,-Inf,-2.8,
12/15/2020,0:00,NaN,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,No Measurements taken
12/16/2020,0:00,NaN,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,No Measurements taken
12/17/2020,16:15,overcast,NaN,NaN,-25.5,-Inf,-25.8,1,NaN,-0.3,-Inf,0.1,FLIR i3 battery died
12/18/2020,16:30,clear sky,NaN,NaN,-38.8,-Inf,-38.5,0.4,NaN,-0.3,-Inf,-1,FLIR i3 battery died
12/19/2020,16:00,clear sky,NaN,NaN,-38.8,-Inf,-38.1,6.4,NaN,5.6,-Inf,4.2,FLIR i3 battery died
12/20/2020,16:12,clear sky,NaN,NaN,-36.6,-Inf,-37.4,8.5,8,7.2,-Inf,6.9,
12/21/2020,14:19,clear sky,NaN,NaN,-34.1,-Inf,-33.2,8.5,8,7.7,-Inf,7.1,
12/22/2020,10:19,clear sky,NaN,NaN,-36.9,-Inf,-41.9,9,8.4,11.5,-Inf,8.3,
12/23/2020,10:47,clear sky,NaN,NaN,-44.6,-Inf,-46.4,10.8,10.3,11.4,-Inf,10.2,
12/24/2020,0:00,NaN,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,No Measurements taken
12/25/2020,10:36,clear sky,NaN,NaN,-41.1,-Inf,-30.9,8.5,8.3,8.4,-Inf,10.2,Thin wispy clouds outside FOV
12/26/2020,10:05,clear sky,NaN,NaN,-37.6,-Inf,-37.6,5.4,4.4,5.8,-Inf,6.5,
12/27/2020,10:28,clear sky,NaN,NaN,-39.3,-Inf,-36.4,9.7,9.1,7.8,-Inf,10.2,
12/28/2020,10:13,clear sky,NaN,NaN,-32.2,-Inf,-28.9,11.4,10.7,11.7,-Inf,13.7,
12/29/2020,10:04,overcast,-9.6,-10.2,-6.4,-Inf,-15.5,6.9,6.7,4.8,-Inf,3.7,
12/30/2020,10:19,clear sky,NaN,NaN,-48.3,-Inf,-41,6.4,6.5,4,-Inf,8.6,
12/31/2020,16:12,clear sky,NaN,NaN,-43,-Inf,-43.5,4,4.2,3.3,-Inf,2.8,
1/1/2021,10:21,overcast,NaN,NaN,-32.8,-Inf,-35,8,7.6,6.7,-Inf,7.1,
1/2/2021,10:05,clear sky,NaN,NaN,-47.3,-Inf,-45.4,3.4,4,1.6,-Inf,2.9,
1/3/2021,10:11,clear sky,NaN,NaN,-37.8,-Inf,-38.6,6.4,5,8.1,-Inf,5.7,thin clouds outside FOV
1/4/2021,9:45,clear sky,NaN,NaN,-37.5,-Inf,-35.9,3,1.5,4.3,-Inf,5.3,
1/5/2021,16:15,clear sky,NaN,NaN,-35.7,-Inf,-36,9.7,9.4,9.5,-Inf,9.3,
1/6/2021,10:15,clear sky,NaN,NaN,-46.9,-Inf,-49.9,7.4,7.5,5.8,-Inf,4,
1/7/2021,10:00,clear sky,NaN,NaN,-41.9,-Inf,-41.8,5.4,4.5,3.6,-Inf,5.7,
1/8/2021,10:18,clear sky,NaN,NaN,-40.4,-Inf,-45.1,9.7,8.2,9.8,-Inf,6.1,
1/9/2021,16:10,overcast,-12.7,-15,-17.3,-Inf,-14.6,8,5.5,-0.1,-Inf,2.1,
1/10/2021,10:17,overcast,NaN,NaN,-45,-Inf,-45.1,3,1.8,1.9,-Inf,1.5,thin wispy clouds
1/11/2021,16:04,clear sky,NaN,NaN,-43.3,-Inf,-43.9,5.4,4.2,2.9,-Inf,2.3,
1/12/2021,9:57,clear sky,NaN,NaN,-47.7,-Inf,-43.9,2.6,1.9,1.4,-Inf,3.2,
1/13/2021,16:21,overcast,NaN,NaN,-33.3,-Inf,-33.2,2.6,8,6.8,-Inf,7.2,thin clouds
1/14/2021,15:48,clear sky,NaN,NaN,-35.6,-Inf,-34.9,11.9,12.1,10.7,-Inf,11.7,
1/15/2021,16:04,clear sky,NaN,NaN,-38,-Inf,-37.7,10.2,10.2,11.2,-Inf,9.6,
1/16/2021,10:24,overcast,-12.7,-13.2,-11.3,-Inf,-11.8,3.5,3.2,0.3,-Inf,0.3,
1/17/2021,10:26,clear sky,NaN,NaN,-41.3,-Inf,-38.9,7.4,7.6,6.8,-Inf,9,
1/18/2021,10:08,clear sky,NaN,NaN,-40.1,-Inf,-41.6,6.4,5.3,7.6,-Inf,6.5,
1/19/2021,15:45,clear sky,NaN,NaN,-38.4,-Inf,-39.1,11.9,10.3,9.1,-Inf,8.2,
1/20/2021,10:05,overcast,-1.8,-4.1,-5.9,-Inf,-6.1,6.4,5.4,0.8,-Inf,0.8,
1/21/2021,10:25,clear sky,NaN,NaN,-31,-Inf,-30.9,11.9,11.6,11.9,-Inf,12.3,
1/22/2021,10:10,overcast,0,1.6,-3.1,-Inf,-2,7.4,6.6,4.8,-Inf,4.1,
1/23/2021,10:13,clear sky,NaN,NaN,-30.6,-Inf,-33.1,10.8,9.9,11.8,-Inf,10.5,
1/24/2021,10:11,overcast,NaN,-18.8,-13,-Inf,-11.1,10.8,9.8,9.3,-Inf,10,puffy spaced out clouds
1/25/2021,10:07,overcast,-20,-18.7,-14.3,-Inf,-14.5,4.6,4,2.6,-Inf,1.6,blanket of clouds
1/26/2021,10:32,overcast,-13.6,-13.1,-13.8,-Inf,-9.7,6.4,4.3,2.5,-Inf,4.6,
1/27/2021,9:50,clear sky,NaN,NaN,NaN,-Inf,NaN,0.4,1,-0.3,-Inf,-0.6,
1/28/2021,16:06,overcast,NaN,NaN,-28.5,-Inf,-34.6,7.4,6.9,4.2,-Inf,4.6,
1/29/2021,16:03,clear sky,NaN,NaN,-33.3,-Inf,-33.9,11.9,11.2,9.1,-Inf,9.5,
1/30/2021,16:00,clear sky,NaN,NaN,-37.9,-Inf,-37.5,11.4,10.8,10.2,-Inf,11.5,
1/31/2021,16:33,clear sky,NaN,NaN,-36.4,-Inf,-37,10.2,10.2,8.5,-Inf,10.1,
2/1/2021,16:09,overcast,NaN,-18.6,-10.4,-Inf,-12.5,13.7,13.7,11.3,-Inf,12.7,
2/2/2021,10:06,overcast,-18.2,-14.2,-7.7,-Inf,-7.9,11.9,11.7,9.6,-Inf,12,
2/3/2021,16:01,overcast,-4,-0.3,2.4,-Inf,4.3,18.3,17.8,12.5,-Inf,18.4,
2/4/2021,16:05,clear sky,NaN,NaN,-31.8,-Inf,-31.3,16.6,16.1,14.8,-Inf,16.4,
2/5/2021,10:04,clear sky,NaN,NaN,-43.7,-Inf,-45.8,9.4,9.3,8.1,-Inf,8.9,
2/6/2021,16:15,clear sky,NaN,NaN,-40.1,-Inf,-40.8,-14.8,14.4,12.7,-Inf,13,
2/7/2021,16:23,clear sky,NaN,NaN,-34.3,-Inf,-35.6,15.7,15.7,15.3,-Inf,15,
2/8/2021,16:52,clear sky,NaN,NaN,-35,-Inf,-34.9,16.6,15.3,14.8,-Inf,14.8,
2/9/2021,16:15,overcast,NaN,-24,-13.1,-Inf,-12.4,19.5,19.9,19.4,-Inf,19.4,
2/10/2021,16:41,overcast,NaN,-38,-7.8,-Inf,-20.7,15.4,13.8,14,-Inf,13.2,
2/11/2021,16:30,clear sky,NaN,NaN,-28.9,-Inf,-31.9,16.6,16.3,16.6,-Inf,16.1,
2/12/2021,16:42,overcast,-5,-4.7,NaN,-Inf,-1.3,15.7,15.2,NaN,-Inf,14.3,AMES 1 battery died
2/13/2021,16:33,clear sky,NaN,NaN,NaN,-Inf,-32,12.2,11.8,NaN,-Inf,10.7,AMES 1 battery died
2/14/2021,16:38,overcast,NaN,-21.7,-22.4,-Inf,-21.8,2.4,2.1,-1.4,-Inf,-0.1,snowing
2/15/2021,16:56,overcast,NaN,-32,-41.3,-Inf,-43.4,3.5,3.2,-3.9,-Inf,-7.4,
2/16/2021,10:22,overcast,-6.6,-9.8,-14.1,-Inf,-10.6,4,3.4,-1.9,-Inf,-0.2,snow
2/17/2021,0:00,NaN,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,No Measurements taken
2/18/2021,16:34,clear sky,NaN,NaN,-42.5,-Inf,-42.1,8,7.4,6.4,-Inf,7.2,
2/19/2021,17:04,clear sky,NaN,NaN,-37.2,-Inf,-37.3,10.8,10.8,8.6,-Inf,8.4,
2/20/2021,16:01,clear sky,NaN,NaN,-29,-Inf,-27.8,17.4,16.6,17.5,-Inf,17.7,
2/21/2021,16:21,clear sky,NaN,NaN,-45.3,-Inf,-43.5,13.4,12.8,10.8,-Inf,11.3,
2/22/2021,15:50,clear sky,NaN,NaN,-35.3,-Inf,-34.8,17.4,16.8,16,-Inf,15.7,
2/23/2021,16:24,overcast,NaN,NaN,-33.4,-Inf,-32.5,15.7,15.1,15.2,-Inf,15.4,
2/24/2021,10:00,clear sky,NaN,NaN,-40.5,-Inf,-40.9,16.8,15.1,16.1,-Inf,16.6,
2/25/2021,16:41,overcast,-7.4,-6.4,-5.3,-Inf,-6.5,17.4,17.4,16,-Inf,14.4,
2/26/2021,16:43,clear sky,NaN,NaN,-40.9,-Inf,-40,16.2,14.8,14.2,-Inf,15,
2/27/2021,16:08,clear sky,NaN,NaN,-39.3,-Inf,-37.2,19.1,19.2,18.7,-Inf,19.2,small patches of clouds outside FOV
2/28/2021,16:23,overcast,NaN,-25.7,-18.7,-Inf,-19.8,17,16.3,14,-Inf,13.5,
3/1/2021,16:41,clear sky,NaN,NaN,-45.5,-Inf,-44.9,13.4,13.2,11.5,-Inf,10.8,
3/2/2021,10:10,clear sky,NaN,NaN,-40.9,-Inf,-40.2,15.4,14.5,17,-Inf,18,
3/3/2021,16:11,clear sky,NaN,NaN,-30.1,-Inf,-28.9,19.1,18.9,18,-Inf,18.7,
3/4/2021,16:36,clear sky,NaN,NaN,-32.1,-Inf,-33.1,18.3,18.6,17.8,-Inf,17.8,
3/5/2021,16:25,clear sky,NaN,NaN,-29.9,-Inf,-28.1,19.1,18,19.3,-Inf,19.8,
3/6/2021,16:08,clear sky,NaN,NaN,-33.8,-Inf,-32.8,18.3,18.3,18.7,-Inf,18.2,
3/7/2021,16:05,overcast,NaN,NaN,-20.3,-Inf,-18.8,24.7,24.5,25.1,-Inf,24.8,
3/8/2021,16:44,overcast,NaN,-38.7,-18.6,-Inf,-17.7,19.5,20.5,20.3,-Inf,20.9,
3/9/2021,16:00,overcast,-9.8,-12.4,-1.4,-Inf,-2.6,19.1,19.4,19.9,-Inf,20,
3/10/2021,15:55,clear sky,NaN,NaN,-37.8,-Inf,-36.7,21,21.3,19.9,-Inf,21,
3/11/2021,10:20,clear sky,NaN,NaN,-41.8,-Inf,-37.3,26.4,27.1,24.4,-Inf,25.5,
3/12/2021,16:17,clear sky,NaN,NaN,-39,-Inf,-38.6,19.9,20.3,19,-Inf,19.5,
3/13/2021,16:11,overcast,NaN,-26.1,-18.7,-Inf,-20.3,15.2,14.2,12.4,-Inf,11.4,
3/14/2021,16:14,overcast,NaN,-39.1,-35,-Inf,-35.1,22.5,23,21.2,-Inf,21.4,VERY WINDY
3/15/2021,16:13,overcast,NaN,-18,-7.5,-Inf,-6.6,25.9,25.3,25.4,-Inf,25,
3/16/2021,16:12,overcast,NaN,NaN,-41.6,-Inf,-23.6,22,22.2,20.6,-Inf,20.8,
3/17/2021,16:39,clear sky,NaN,NaN,-31,-Inf,-30.5,25.9,26.7,25.3,-Inf,25.1,
3/18/2021,16:50,overcast,NaN,NaN,-29,-Inf,-28.7,29.9,29.9,28.6,-Inf,28.8,
3/19/2021,16:45,clear sky,NaN,NaN,-27.5,-Inf,-26.5,27.6,27,26.7,-Inf,26.8,
3/20/2021,16:52,clear sky,NaN,NaN,-23.1,-Inf,-21.2,28,27.8,29,-Inf,29.1,