2019-01-22	 5.93	 6.15	 8.14	 6.17
2019-01-23	 2.89	 4.86	 4.37	 4.81
2019-01-24	 4.73	 2.95	 4.76	 3.15
2019-01-25	 3.27	 3.16	 3.85	 2.64
2019-01-26	 4.35	 4.56	 3.61	 4.25
2019-01-27	 4.76	 5.73	 5.09	 4.94
2019-01-28	 6.07	 4.08	 5.22	 6.32
2019-01-29	 4.82	 4.94	 9.47	 9.31
2019-01-30	 3.47	 2.29	11.53	11.20
2019-01-31	 3.14	 4.18	10.73	 8.44
2019-02-01	 8.76	 8.65	12.20	14.39
2019-02-02	 7.59	11.46	12.29	19.32
2019-02-03	10.88	 9.36	17.59	14.06
2019-02-04	 9.65	10.96	12.82	14.05
2019-02-05	10.37	 4.35	18.41	14.03
2019-02-06	 5.70	 3.46	17.05	 8.16
2019-02-07	 2.54	 1.35	 4.23	 1.84
2019-02-08	 1.46	 2.34	 3.70	 4.67
2019-02-09	 3.29	 8.28	 9.31	 8.95
2019-02-10	 4.59	 4.48	10.72	16.42
2019-02-11	 4.97	 4.23	13.97	 3.25
2019-02-12	 2.19	 1.74	 1.72	 1.57
2019-02-13	 3.21	 6.57	 5.06	 9.46
2019-02-14	 9.87	20.16	12.81	22.29
2019-02-15	12.19	 6.66	24.30	16.04
2019-02-16	 5.24	 4.26	11.65	 5.76
2019-02-17	 4.62	 4.14	 6.17	 3.34
2019-02-18	 4.47	 4.62	 3.44	 3.50
2019-02-19	 5.34	 3.83	 5.15	 6.53
2019-02-20	 3.51	 3.63	 3.36	 2.92
2019-02-21	 3.81	 4.52	 4.21	 5.60
2019-02-22	 6.24	 8.41	 7.71	10.73
2019-02-23	 4.92	 2.77	 3.69	 3.40
2019-02-24	 2.90	 2.49	 2.64	 3.86
2019-02-25	 3.56	 5.60	 4.65	 5.11
2019-02-26	 6.13	 4.56	 6.63	 5.04
2019-02-27	 7.86	 8.40	 9.45	11.14
2019-02-28	 7.07	 8.85	 7.25	 6.75
2019-03-01	 7.96	 7.38	 6.46	 7.54
2019-03-02	11.79	12.19	12.30	 7.64
2019-03-03	11.62	 8.15	12.69	 8.95
2019-03-04	 7.56	 8.44	 7.36	 5.52
2019-03-05	 7.62	 6.31	 5.41	 5.23
2019-03-06	 5.13	 9.96	11.26	 8.86
2019-03-07	 7.37	 5.36	12.10	10.74
2019-03-08	 6.47	 0.00	 9.40	16.65
2019-03-09	 5.45	 4.67	 3.20	 6.41
2019-03-10	 4.72	 8.15	14.01	19.56
2019-03-11	12.11	14.84	17.01	17.88
2019-03-12	14.48	19.07	19.14	18.68
2019-03-13	 8.87	 5.76	 9.65	 8.16
2019-03-14	 6.10	 5.71	 5.47	 2.99
2019-03-15	 5.03	 4.66	 6.76	 8.92
2019-03-16	 6.68	 7.10	12.54	14.22
2019-03-17	 6.66	 4.70	 9.66	 9.33
2019-03-18	 7.38	 6.12	11.43	 9.96
2019-03-19	 9.75	11.90	 7.81	 7.83
2019-03-20	10.98	 8.76	10.16	12.76
2019-03-21	10.84	11.03	18.54	11.91
2019-03-22	10.26	 4.37	 6.88	 6.54
2019-03-23	 6.04	 7.54	 6.73	 6.91
2019-03-24	 7.19	 6.58	 6.09	 5.31
2019-03-25	 4.06	 4.46	 4.26	 6.28
2019-03-26	 3.44	 0.00	10.48	 0.00
2019-03-27	11.51	 8.66	10.28	 7.21
2019-03-28	 9.64	 4.13	 8.34	 6.95
2019-03-29	 3.19	 3.40	 5.90	 2.88
2019-03-30	 3.09	 6.23	 3.45	 8.06
2019-03-31	 8.30	 9.47	10.39	 7.95
2019-04-01	 6.07	 6.84	 6.81	 5.24
2019-04-02	 7.30	 8.35	 9.62	 8.38
2019-04-03	 8.14	 8.54	 7.96	 8.02
2019-04-04	 6.82	 7.96	 7.99	 6.78
2019-04-05	 6.53	 8.34	 9.62	11.57
2019-04-06	 8.98	 8.78	 8.81	10.98
2019-04-07	 9.04	 6.80	12.22	 8.32
2019-04-08	 6.51	 7.37	11.77	 8.21
2019-04-09	 9.18	 5.71	 8.71	 7.82
2019-04-10	 7.21	 3.84	 5.39	 2.99
2019-04-11	 7.82	 6.12	 4.64	 4.67
2019-04-12	 6.61	 9.63	 6.24	 8.66
2019-04-13	 8.83	 8.04	10.15	 9.30
2019-04-14	 5.46	 5.24	 1.42	 6.32
2019-04-15	 4.28	 4.54	 7.02	 6.45
2019-04-16	 9.56	 8.34	10.37	 8.82
2019-04-17	15.66	 4.83	13.87	14.83
2019-04-18	 8.94	 7.03	13.38	 8.52
2019-04-19	 7.11	 6.73	 7.26	 6.22
2019-04-20	 6.26	 8.14	 7.20	 9.72
2019-04-21	 8.29	 8.26	10.51	 9.39
2019-04-22	 8.01	12.63	13.36	20.49
2019-04-23	14.97	12.37	15.44	12.48
2019-04-24	13.35	11.45	15.90	14.25
2019-04-25	 9.91	 9.75	13.01	 9.29
2019-04-26	15.52	12.26	12.43	11.32
2019-04-27	 9.36	10.54	12.53	 9.80
2019-04-28	 6.44	 6.31	10.05	 5.51
2019-04-29	 8.72	13.61	 9.72	 8.66
2019-04-30	12.97	 8.00	11.52	 7.87
2019-05-01	 6.72	 7.23	 7.85	 6.40
2019-05-02	 7.78	 7.87	 6.59	 7.20
2019-05-03	 7.17	 4.35	10.83	 6.77
2019-05-04	 6.42	 8.19	 8.66	 8.00
2019-05-05	 7.54	 6.36	 9.78	 7.39
2019-05-06	 7.74	 7.08	 9.96	11.15
2019-05-07	 7.37	 7.91	10.64	 9.58
2019-05-08	10.70	13.30	 8.82	14.06
2019-05-09	12.55	12.41	13.31	11.03
2019-05-10	15.81	14.46	20.07	17.53
2019-05-11	15.23	13.55	18.39	15.71
2019-05-12	13.59	12.70	17.94	20.35
2019-05-13	11.98	11.21	18.31	17.20
2019-05-14	11.86	 9.08	13.44	11.18
2019-05-15	14.03	12.45	13.34	10.83
2019-05-16	11.42	14.28	15.25	14.96
2019-05-17	11.70	 7.07	 7.61	 9.20
2019-05-18	 7.34	 5.26	 8.94	 5.43
2019-05-19	 9.35	 8.89	 8.54	11.21
2019-05-20	 8.86	10.73	 9.68	10.52
2019-05-21	 9.55	 8.14	 6.92	 6.20
2019-05-22	 9.57	 8.49	 7.33	 6.98
2019-05-23	 7.92	 5.78	 9.03	 9.05
2019-05-24	 5.24	 7.87	 8.46	10.16
2019-05-25	 7.35	 7.15	 9.61	14.31
2019-05-26	 7.50	13.30	 8.97	 6.26
2019-05-27	 6.49	 6.00	 8.88	 6.77
2019-05-28	 6.55	 7.94	 9.52	 9.33
2019-05-29	 9.81	 9.49	 8.77	 6.16
2019-05-30	11.71	10.32	 8.28	 8.99
2019-05-31	13.41	11.46	16.29	23.69
2019-06-01	13.95	17.10	26.85	17.30
2019-06-02	15.77	17.74	25.91	20.27
2019-06-03	18.22	13.71	17.09	20.10
2019-06-04	14.76	13.36	20.99	22.70
2019-06-05	16.81	13.67	17.10	17.35
2019-06-06	17.39	15.09	18.70	14.57
2019-06-07	15.41	12.18	14.35	16.95
2019-06-08	 8.89	10.38	17.79	 6.40
2019-06-09	 6.12	14.20	 8.37	14.32
2019-06-10	16.02	17.27	31.30	33.54
2019-06-11	16.28	10.92	22.81	19.76
2019-06-12	10.76	12.20	16.22	13.78
2019-06-13	16.63	15.91	24.66	23.36
2019-06-14	11.33	 8.30	19.22	11.83
2019-06-15	 5.54	14.25	15.22	 6.60
2019-06-16	17.89	18.82	10.61	12.14
2019-06-17	20.87	17.13	11.73	11.50
2019-06-18	15.04	 6.91	12.43	13.69
2019-06-19	15.16	11.23	11.13	10.45
2019-06-20	10.11	 9.28	 7.89	 7.25
2019-06-21	 7.31	 5.37	13.51	 9.92
2019-06-22	 8.88	10.35	 7.94	 6.03
2019-06-23	10.57	 4.73	11.34	 9.89
2019-06-24	 7.10	 9.25	 8.24	 7.19
2019-06-25	 8.64	 8.30	 8.89	13.51
2019-06-26	10.19	17.08	20.36	20.16
2019-06-27	19.94	19.69	24.65	23.21
2019-06-28	18.50	15.50	29.21	29.00
2019-06-29	23.32	19.24	29.62	13.00
2019-06-30	20.38	18.64	15.48	10.41
2019-07-01	22.42	24.32	14.91	20.13
2019-07-02	23.93	17.54	29.20	20.18
2019-07-03	18.09	11.25	19.67	17.01
2019-07-04	12.31	11.77	20.48	21.08
2019-07-05	11.84	11.99	25.05	19.66
2019-07-06	23.04	26.10	29.15	28.61
2019-07-07	30.21	27.70	36.67	26.94
2019-07-08	25.52	 9.58	28.92	19.79
2019-07-09	 7.90	 7.76	17.28	17.22
2019-07-10	 9.30	12.22	19.57	19.67
2019-07-11	17.44	16.91	21.26	26.96
2019-07-12	20.47	19.94	25.01	28.09
2019-07-13	23.82	22.47	23.39	21.83
2019-07-14	25.05	20.38	29.55	23.27
2019-07-15	26.47	27.00	24.73	22.89
2019-07-16	25.44	27.28	23.73	25.59
2019-07-17	28.39	22.85	32.25	32.60
2019-07-18	18.00	13.46	36.72	31.38
2019-07-19	17.62	16.40	32.45	21.44
2019-07-20	19.47	20.17	30.52	23.70
2019-07-21	23.88	20.57	25.73	22.19
2019-07-22	25.21	23.40	32.62	30.17
2019-07-23	29.07	26.72	41.21	32.35
2019-07-24	27.35	23.80	29.56	26.62
2019-07-25	25.69	26.80	 3.51	20.17
2019-07-26	30.21	27.30	20.51	25.92
2019-07-27	29.86	25.71	29.06	27.13
2019-07-28	28.70	18.43	33.48	29.64
2019-07-29	24.58	19.08	32.37	31.61
2019-07-30	22.70	22.36	33.70	25.93
2019-07-31	21.88	19.60	33.14	27.15
2019-08-01	24.41	24.50	35.98	31.13
2019-08-02	28.12	27.33	29.61	24.89
2019-08-03	28.78	24.96	31.57	29.91
2019-08-04	28.59	27.94	37.80	32.31
2019-08-05	31.44	24.37	35.47	29.21
2019-08-06	31.88	32.00	33.90	30.64
2019-08-07	30.96	27.91	31.92	35.98
2019-08-08	30.25	24.56	40.52	31.11
2019-08-09	28.56	27.90	37.82	29.95
2019-08-10	32.68	28.19	34.81	31.87
2019-08-11	29.37	31.35	35.18	29.86
2019-08-12	26.35	18.99	29.49	27.81
2019-08-13	18.15	16.89	28.72	26.75
2019-08-14	21.50	26.39	29.78	24.02
2019-08-15	20.28	17.16	29.12	30.00
2019-08-16	17.57	16.84	28.92	22.85
2019-08-17	14.08	11.36	21.69	25.52
2019-08-18	12.17	11.69	20.69	21.18
2019-08-19	15.37	16.25	26.41	27.38
2019-08-20	21.12	21.24	32.43	24.29
2019-08-21	22.09	22.28	29.80	26.83
2019-08-22	22.59	19.04	31.77	28.51
2019-08-23	19.72	17.17	34.21	33.13
2019-08-24	15.10	14.39	32.83	25.54
2019-08-25	12.78	14.25	27.79	21.76
2019-08-26	12.70	16.25	25.37	21.22
2019-08-27	21.81	26.22	22.87	25.32
2019-08-28	23.47	19.38	29.68	25.62
2019-08-29	18.36	17.38	31.98	31.06
2019-08-30	19.93	17.32	34.39	27.65
2019-08-31	22.25	13.83	28.84	23.60
2019-09-01	21.62	21.66	27.44	25.27
2019-09-02	20.72	17.57	28.17	25.19
2019-09-03	23.00	  NaN	23.61	19.78
2019-09-04	19.57	15.77	18.50	19.99
2019-09-05	15.49	16.88	27.28	30.03
2019-09-06	18.39	19.50	29.54	23.47
2019-09-07	21.61	23.54	29.83	24.68
2019-09-08	26.57	24.58	32.04	27.63
2019-09-09	18.89	13.47	37.70	27.58
2019-09-10	20.98	24.88	33.06	29.82
2019-09-11	26.51	18.36	33.32	26.70
2019-09-12	14.20	 9.06	27.61	24.32
2019-09-13	14.87	15.56	29.27	32.18
2019-09-14	25.68	23.95	35.88	30.93
2019-09-15	27.92	26.88	39.05	36.34
2019-09-16	26.83	20.84	34.08	32.78
2019-09-17	26.23	17.16	32.68	24.30
2019-09-18	18.23	13.18	21.12	19.55
2019-09-19	16.49	17.94	27.42	27.61
2019-09-20	17.56	11.44	29.65	16.96
2019-09-21	11.80	16.97	25.90	34.68
2019-09-22	 6.19	 5.07	31.32	27.90
2019-09-23	12.72	20.42	30.12	26.76
2019-09-24	19.23	14.35	29.86	23.44
2019-09-25	21.65	16.69	25.60	25.97
2019-09-26	14.52	17.86	23.93	20.14
2019-09-27	16.46	18.70	23.46	23.59
2019-09-28	15.94	12.64	16.86	15.07
2019-09-29	14.55	13.84	16.06	14.43
2019-09-30	10.66	15.68	30.71	41.28
2019-10-01	22.27	14.29	40.53	25.10
2019-10-02	 7.91	 7.16	28.61	28.39
2019-10-03	11.60	18.65	36.19	36.83
2019-10-04	30.75	17.50	39.68	32.91
2019-10-05	13.30	10.28	28.70	15.85
2019-10-06	 6.72	 6.51	14.05	13.11
2019-10-07	10.23	11.77	17.15	19.68
2019-10-08	16.82	17.40	28.40	28.33
2019-10-09	13.08	 8.79	16.58	11.56
2019-10-10	 9.20	 5.86	10.24	10.25
2019-10-11	 1.31	 1.79	 9.26	11.49
2019-10-12	 5.01	11.63	15.79	11.52
2019-10-13	 8.29	 7.46	15.21	11.61
2019-10-14	 8.89	 9.54	23.27	27.86
2019-10-15	 8.18	 4.46	27.16	13.08
2019-10-16	 4.96	 4.00	12.33	 7.79
2019-10-17	 4.95	 7.80	 9.84	13.29
2019-10-18	12.42	 8.57	18.81	17.27
2019-10-19	 4.57	 4.58	11.36	11.71
2019-10-20	 8.00	 2.93	11.05	  NaN
2019-10-21	 4.16	 4.65	 4.91	 6.44
2019-10-22	 6.25	 7.11	 6.93	 6.15
2019-10-23	 8.85	 4.36	 6.89	 7.12
2019-10-24	 7.02	 5.68	 9.55	 8.73
2019-10-25	 4.63	 4.94	 5.97	 5.24
2019-10-26	 4.60	 5.96	 4.38	 4.08
2019-10-27	 4.97	 5.98	 7.05	 6.30
2019-10-28	 9.69	 3.60	10.25	 6.25
2019-10-29	 3.74	 5.05	 7.00	 7.46
2019-10-30	 3.85	 1.41	 6.46	 1.75
2019-10-31	 1.20	 1.56	 1.29	 4.48
2019-11-01	 1.88	 2.80	 4.92	 2.88
2019-11-02	 4.57	 4.88	 5.83	10.15
2019-11-03	 4.51	 5.05	11.87	15.09
2019-11-04	 4.65	 4.72	12.35	10.78
2019-11-05	 4.45	 6.90	16.52	18.95
2019-11-06	10.30	16.27	22.09	26.70
2019-11-07	15.06	11.94	21.18	17.41
2019-11-08	 8.21	 4.54	13.96	11.38
2019-11-09	 4.11	 2.20	19.96	20.12
2019-11-10	 8.93	 8.24	21.18	22.42
2019-11-11	 5.54	 7.72	24.23	21.05
2019-11-12	 5.56	 4.37	14.18	10.51
2019-11-13	 6.38	 7.20	12.43	 8.31
2019-11-14	 6.55	 5.82	 9.05	 7.23
2019-11-15	 8.29	 7.99	 7.25	 7.81
2019-11-16	 7.92	 7.86	 8.40	 9.63
2019-11-17	 3.76	 5.59	 9.10	 6.98
2019-11-18	 7.57	 6.45	 6.91	 7.24
2019-11-19	 7.09	 7.12	 9.99	21.02
2019-11-20	21.23	15.42	25.15	14.06
2019-11-21	14.89	 9.50	13.33	17.81
2019-11-22	 9.86	 7.81	11.47	10.48
2019-11-23	 7.17	 5.38	 6.85	 8.19
2019-11-24	 5.35	 4.75	 8.94	 6.54
2019-11-25	 3.62	 5.41	13.56	15.59
2019-11-26	 5.36	 3.33	10.19	 7.16
2019-11-27	 4.65	10.12	 8.43	23.54
2019-11-28	14.09	12.37	22.09	21.30
2019-11-29	15.50	 7.82	17.98	16.40
2019-11-30	 4.32	 3.83	10.89	 6.69
2019-12-01	 6.03	 7.67	 5.15	 4.37
2019-12-02	 6.09	 6.23	 6.16	 6.92
2019-12-03	 7.85	 7.69	 8.12	 9.97
2019-12-04	15.41	13.94	12.58	15.20
2019-12-05	13.29	 7.84	17.36	 9.04
2019-12-06	 6.66	 7.59	 7.71	10.34
2019-12-07	 9.22	 9.65	16.04	14.74
2019-12-08	17.02	12.71	18.25	23.16
2019-12-09	 8.09	 8.03	21.30	11.86
2019-12-10	 4.13	 4.51	13.65	 8.37
2019-12-11	 4.06	 5.37	 6.16	 5.76
2019-12-12	 6.08	 7.80	 6.83	 9.61
2019-12-13	 9.36	10.20	 9.57	12.03
2019-12-14	12.39	 9.67	 9.31	10.65
2019-12-15	 9.95	 5.23	11.75	 6.68
2019-12-16	 3.74	 1.91	 8.41	 4.68
2019-12-17	 3.24	 2.87	 3.02	 2.28
2019-12-18	 2.44	 1.72	 2.02	 2.51
2019-12-19	 2.41	 3.88	 5.75	 4.91
2019-12-20	 3.85	 2.85	 4.30	 2.92
2019-12-21	 4.63	 3.07	 3.04	 2.87
2019-12-22	 3.65	 3.48	 3.24	 2.53
2019-12-23	 1.82	 4.71	 3.06	 5.88
2019-12-24	10.80	13.25	14.27	17.83
2019-12-25	10.94	 7.30	11.53	11.12
2019-12-26	 6.18	 7.13	10.42	 8.93
2019-12-27	 9.32	 8.23	 8.04	12.41
2019-12-28	 7.18	 6.44	 8.47	 6.81
2019-12-29	 4.91	 2.73	 4.46	 4.90
2019-12-30	 5.47	 6.36	 6.70	 6.88
2019-12-31	 6.57	 7.25	 6.92	 6.88
2020-01-01	 4.23	 8.11	 7.75	 6.40
2020-01-02	 8.76	 7.84	11.66	10.77
2020-01-03	 4.16	 5.40	 7.02	 4.38
2020-01-04	 6.75	 4.81	 6.18	 5.82
2020-01-05	 4.04	 4.68	 4.50	 4.82
2020-01-06	 4.54	 2.05	 5.47	 2.16
2020-01-07	 3.50	 3.83	 2.04	 2.27
2020-01-08	 4.04	 3.62	 4.53	 5.58
2020-01-09	 3.55	 6.89	 4.81	 6.00
2020-01-10	 8.61	 3.64	 9.72	 5.52
2020-01-11	 3.31	 3.85	 3.66	 4.76
2020-01-12	 5.62	 4.56	 4.18	 2.88
2020-01-13	 5.08	 3.98	 3.42	 4.03
2020-01-14	 3.12	 4.37	 4.03	 5.98
2020-01-15	 3.31	 3.28	 9.25	12.60
2020-01-16	 8.73	15.27	17.67	21.56
2020-01-17	11.51	 7.19	14.12	 7.39
2020-01-18	 3.57	 3.41	 5.21	 7.45
2020-01-19	 7.21	 7.56	 7.87	10.95
2020-01-20	 7.16	 9.75	12.06	14.41
2020-01-21	13.57	13.58	16.96	16.25
2020-01-22	10.40	 6.03	14.26	 9.35
